date,user,text
2022-12-10 14:19:40,abderahmem_,"Virus Corona dan bayan keterangan pemutus yang sebenar, pemisah antara yang hak dan yang batil, bukan senda gurauan… https://t.co/ubx8jhAlxl"
2022-12-10 13:57:31,leles1970,"Cegah penyelewengan, Kapolres Cirebon Kota kontrol penyaluran BLT  POLRES CIREBON KOTA,- Guna mengantisipasi adanya… https://t.co/CQEgYRtDoj"
2022-12-10 13:48:33,Polsekpmpkbdg,"POLRES CIREBON KOTA,- Guna mengantisipasi adanya penyelewengan dalam penyaluran BLT Dana Desa tahun 2022 Tahap IV.… https://t.co/4COjkcxbi2"
2022-12-10 13:23:42,Humaspolressbg_,"Cegah penyelewengan, Kapolres Cirebon Kota kontrol penyaluran BLT  POLRES CIREBON KOTA,- Guna mengantisipasi adanya… https://t.co/462rhtXXk9"
2022-12-10 13:23:07,CisurupanPolsek,"Cegah penyelewengan, Kapolres Cirebon Kota kontrol penyaluran BLT  POLRES CIREBON KOTA,- Guna mengantisipasi adanya… https://t.co/2Ql4c5VxF7"
2022-12-10 13:09:26,pikiran_rakyat,"[UPDATE] Covid-19 di Indonesia per 10 Desember 2022, Kasus Positif Meningkat 2.191 dalam Sehari!… https://t.co/VURqY2YGqq"
2022-12-10 13:05:32,paseh_polsek,"Cegah penyelewengan, Kapolres Cirebon Kota kontrol penyaluran BLT  POLRES CIREBON KOTA,- Guna mengantisipasi adanya… https://t.co/XIhJJRZYLK"
2022-12-10 12:59:59,polseklimbang4n,"Cegah penyelewengan, Kapolres Cirebon Kota kontrol penyaluran BLT POLRES CIREBON KOTA,- Guna mengantisipasi adanya… https://t.co/UFUzFuco0Z"
2022-12-10 12:59:27,polseklimbang4n,"Cegah penyelewengan, Kapolres Cirebon Kota kontrol penyaluran BLT POLRES CIREBON KOTA,- Guna mengantisipasi adanya… https://t.co/g3iGA3kTbh"
2022-12-10 12:57:30,polsek_regol,"Cegah penyelewengan, Kapolres Cirebon Kota kontrol penyaluran BLT  POLRES CIREBON KOTA,- Guna mengantisipasi adanya… https://t.co/vi0amlwC9n"
2022-12-10 12:53:13,Berita_Corona,"#Mengenal Anosmia, Salah Satu Gejala Virus Corona - Tribun Batam #Corona #Korona #VirusCorona https://t.co/CsDeew6g8Y"
2022-12-10 12:51:09,siapapun_jadi,"Keluar saat malam minggu, aku tidak bisa melihat legacy dari virus corona selain masker ala-ala"
2022-12-10 12:34:36,PolresBogorKota,"Cegah penyelewengan, Kapolres Cirebon Kota kontrol penyaluran BLT  POLRES CIREBON KOTA,- Guna mengantisipasi adanya… https://t.co/KMRtzPBiEf"
2022-12-10 12:31:22,bondolclekitet,"RT @HumasResCms: Cegah penyelewengan, Kapolres Cirebon Kota kontrol penyaluran BLT  POLRES CIREBON KOTA,- Guna mengantisipasi adanya penyel…"
2022-12-10 12:28:42,HumasPolsek03,"Cegah penyelewengan, Kapolres Cirebon Kota kontrol penyaluran BLT  POLRES CIREBON KOTA,- Guna mengantisipasi adanya… https://t.co/uDd7yz0LLP"
2022-12-10 12:22:21,PolsekKidul,"Cegah penyelewengan, Kapolres Cirebon Kota kontrol penyaluran BLT  POLRES CIREBON KOTA,- Guna mengantisipasi adanya… https://t.co/5WuXu4J9bT"
2022-12-10 12:13:59,HumasResCms,"Cegah penyelewengan, Kapolres Cirebon Kota kontrol penyaluran BLT  POLRES CIREBON KOTA,- Guna mengantisipasi adanya… https://t.co/ANe5ufTEQH"
2022-12-10 12:11:22,ResImyu,"Cegah penyelewengan, Kapolres Cirebon Kota kontrol penyaluran BLT  POLRES CIREBON KOTA,- Guna mengantisipasi adanya… https://t.co/VHHRLBl860"
2022-12-10 11:57:20,jouskha,"Prabowo menjelaskan, dampak pandemi penyakit akibat penyebaran virus Corona juga masih dirasakan. Namun, pemerintah… https://t.co/BEKZkWORc0"
2022-12-10 11:57:09,KMahisya,"Prabowo menjelaskan, dampak pandemi penyakit akibat penyebaran virus Corona juga masih dirasakan. Namun, pemerintah… https://t.co/T5YoW5cNSV"
2022-12-10 11:54:41,LisaTrianda,"Prabowo menjelaskan, dampak pandemi penyakit akibat penyebaran virus Corona juga masih dirasakan. Namun, pemerintah… https://t.co/tW1E8TuyXm"
2022-12-10 11:47:18,bdleonanda,Pertemuan pribadi antara Putin dan Modi dimulai pada tahun 2000 dan berlangsung setiap tahun. Pengecualiannya adala… https://t.co/Hn1hPN6XgY
2022-12-10 11:41:10,LisaTrianda,"Prabowo menjelaskan, dampak pandemi penyakit akibat penyebaran virus Corona juga masih dirasakan. Mending Prabowo… https://t.co/2m9Y2O4eHP"
2022-12-10 11:39:39,KMahisya,"Prabowo menjelaskan, dampak pandemi penyakit akibat penyebaran virus Corona juga masih dirasakan. Mending Prabowo… https://t.co/Ajw9GuJLw4"
2022-12-10 11:27:34,wjtodaycom,"UPDATE penyebaran Virus Corona atau Covid-19 di Indonesia Sabtu, 10 Desember 2022, total pasien Positif Covid-19 se… https://t.co/pkGgqO87sk"
2022-12-10 10:43:02,PolairJateng,"SAT POLAIRUD POLRES JEPARA  giat  Patroli pada hari Sabtu, tanggal  10 Desember 2022 pukul 08.00 s/d selesai   Giat… https://t.co/a2kpZUOg5k"
2022-12-10 08:53:44,aldi__rmdn,"Prabowo menjelaskan, dampak pandemi penyakit akibat penyebaran virus Corona juga masih dirasakan. Namun, pemerintah… https://t.co/l1sTTQSl0p"
2022-12-10 08:37:00,aldi__rmdn,"Prabowo menjelaskan, dampak pandemi penyakit akibat penyebaran virus Corona juga masih dirasakan. Mending Prabowo… https://t.co/6VZrLyQjJs"
2022-12-10 07:09:57,sunflowishh,"@ui_fess wetwot gua bbr hr lalu abis ngobrol sm staff di sana, blio ngomong memang untuk saat ini banyak mac yg dim… https://t.co/aKnDGVQsXT"
2022-12-10 06:36:24,DiieMvll,Virus Corona Subvarian XBB sudah masuk Indonesia dan sanhat berbahaya karena jauh lebih menular daripada subvarian… https://t.co/XhXcxdad0r
2022-12-10 06:23:58,HumasseiBingai,Kegiatan personil Polsek Sei Bingai dalam rangka pencegahan penyebaran virus corona ( Covid-19 )  #lawancorona… https://t.co/lZz328yNfF
2022-12-10 05:53:59,Berita_Corona,#Wanti-wanti Epidemiolog soal Potensi Munculnya 'Virus Corona Super' - detikJabar #Corona #Korona #VirusCorona https://t.co/r78speM75F
2022-12-10 05:36:00,detik_jabar,Wanti-wanti Epidemiolog soal Potensi Munculnya 'Virus Corona Super' https://t.co/c2p1oKGXJU
2022-12-10 05:12:39,JesyAdinda,"Prabowo menjelaskan, dampak pandemi penyakit akibat penyebaran virus Corona juga masih dirasakan. Namun, pemerintah… https://t.co/4qeAXPk8Eq"
2022-12-10 04:30:25,JesyAdinda,"Prabowo menjelaskan, dampak pandemi penyakit akibat penyebaran virus Corona juga masih dirasakan. Namun, pemerintah… https://t.co/dm3QujGDVj"
2022-12-10 04:21:49,Venniberlina,"Prabowo menjelaskan, dampak pandemi penyakit akibat penyebaran virus Corona juga masih dirasakan. Namun, pemerintah… https://t.co/8juzMd1hZp"
2022-12-10 04:11:40,cermin_polsek,Giat personil Polsek pantai cermin dalam rangka pelaksanaan Ops Yustisi penerapan protokol kesehatan guna pencegaha… https://t.co/yQpGbZc4QN
2022-12-10 03:32:32,CH4__15R,Konspirasi yang membawa Bill Gates dan Elite Global terkait https://t.co/odhhoYzJLj cukup menggila di internet Gate… https://t.co/2bozuuruQd
2022-12-10 03:14:42,PangkeySheila,"Prabowo menjelaskan, dampak pandemi penyakit akibat penyebaran virus Corona juga masih dirasakan.… https://t.co/qIbhFQr2LP"
2022-12-10 03:05:25,PrihartoRenaldy,"Prabowo menjelaskan, dampak pandemi penyakit akibat penyebaran virus Corona juga masih dirasakan.… https://t.co/wZi4fe7tGg"
2022-12-10 03:05:24,BeniPutrra,"Prabowo menjelaskan, dampak pandemi penyakit akibat penyebaran virus Corona juga masih dirasakan. Namun, pemerintah… https://t.co/JqJ1Pbz6wk"
2022-12-10 03:01:20,PrihartoRenaldy,"Prabowo menjelaskan, dampak pandemi penyakit akibat penyebaran virus Corona juga masih dirasakan. Namun, pemerintah… https://t.co/ZEsYZWgVQl"
2022-12-10 02:57:41,BeniPutrra,"Prabowo menjelaskan, dampak pandemi penyakit akibat penyebaran virus Corona juga masih dirasakan. Namun, pemerintah… https://t.co/wPJmZbAs7i"
2022-12-10 02:57:21,dendradenadaa,Ayo ikut Vaksinasi untuk meningkatkan daya tahan tubuh dari virus Corona. Bagi yang sudah Vaksin jangan lupa untuk… https://t.co/vr7Bbvz9fs
2022-12-10 02:56:26,sulas_triajah,Tidak perlu takut di vaksin. Vaksin itu aman untuk kesehatan karena akan membentuk kekebalan tubuh agar terhindar d… https://t.co/3JCAI1eJq6
2022-12-10 02:55:30,irmakusum,Ayo ikut Vaksinasi untuk meningkatkan daya tahan tubuh dari virus Corona. Bagi yang sudah Vaksin jangan lupa untuk… https://t.co/Vx90006tMP
2022-12-10 02:54:41,elanjaea,Tidak perlu takut di vaksin. Vaksin itu aman untuk kesehatan karena akan membentuk kekebalan tubuh agar terhindar d… https://t.co/mf2KAOrSjz
2022-12-10 02:53:51,indahkur2,Ayo ikut Vaksinasi untuk meningkatkan daya tahan tubuh dari virus Corona. Bagi yang sudah Vaksin jangan lupa untuk… https://t.co/AVOkf2y0PS
2022-12-10 02:31:08,KharsyaZero,Semenjak muncul virus corona https://t.co/3hIjzBZ99c
2022-12-10 02:23:25,OliverGin_,Ayo ikut Vaksinasi untuk meningkatkan daya tahan tubuh dari virus Corona. Bagi yang sudah Vaksin jangan lupa untuk… https://t.co/gSKNP57iSF
2022-12-10 02:21:50,NomiaOvidia,"Prabowo menjelaskan, dampak pandemi penyakit akibat penyebaran virus Corona juga masih dirasakan. Namun, pemerintah… https://t.co/5DVasddfFy"
2022-12-10 02:21:13,JacobIndraa,Tidak perlu takut di vaksin. Vaksin itu aman untuk kesehatan karena akan membentuk kekebalan tubuh agar terhindar d… https://t.co/4BYK2QMs4p
2022-12-10 02:21:05,JacobIndraa,Ayo ikut Vaksinasi untuk meningkatkan daya tahan tubuh dari virus Corona. Bagi yang sudah Vaksin jangan lupa untuk… https://t.co/ojgNbBIBrJ
2022-12-10 02:18:39,karinaisabelaaa,Tidak perlu takut di vaksin. Vaksin itu aman untuk kesehatan karena akan membentuk kekebalan tubuh agar terhindar d… https://t.co/NjjTdzbgql
2022-12-10 02:18:28,JihanAulia80,Ayo ikut Vaksinasi untuk meningkatkan daya tahan tubuh dari virus Corona. Bagi yang sudah Vaksin jangan lupa untuk… https://t.co/AibBc0feUI
2022-12-10 02:17:50,NomiaOvidia,"Prabowo menjelaskan, dampak pandemi penyakit akibat penyebaran virus Corona juga masih dirasakan.… https://t.co/f4FTySxAoQ"
2022-12-10 02:14:40,PangkeySheila,"Prabowo menjelaskan, dampak pandemi penyakit akibat penyebaran virus Corona juga masih dirasakan. Namun, pemerintah… https://t.co/iXi95IFAQF"
2022-12-10 02:13:56,PangkeySheila,"Prabowo menjelaskan, dampak pandemi penyakit akibat penyebaran virus Corona juga masih dirasakan.… https://t.co/xEVPSIxhUD"
2022-12-10 02:07:28,PrihartoRenaldy,"Prabowo menjelaskan, dampak pandemi penyakit akibat penyebaran virus Corona juga masih dirasakan. Namun, pemerintah… https://t.co/0hMti7qOwP"
2022-12-10 02:00:19,PrihartoRenaldy,"Prabowo menjelaskan, dampak pandemi penyakit akibat penyebaran virus Corona juga masih dirasakan. Namun, pemerintah… https://t.co/7iHeLHTirB"
2022-12-10 01:58:25,LisaTrianda,"Prabowo menjelaskan, dampak pandemi penyakit akibat penyebaran virus Corona juga masih dirasakan. Namun, pemerintah… https://t.co/61FWXHxHeR"
2022-12-10 01:54:25,PrihartoRenaldy,"Prabowo menjelaskan, dampak pandemi penyakit akibat penyebaran virus Corona juga masih dirasakan. Mending Prabowo… https://t.co/xcV7RIAM3O"
2022-12-10 01:40:54,LisaTrianda,"Prabowo menjelaskan, dampak pandemi penyakit akibat penyebaran virus Corona juga masih dirasakan.… https://t.co/JlCMljMYzl"
2022-12-10 01:18:59,AishahFabila,"Prabowo menjelaskan, dampak pandemi penyakit akibat penyebaran virus Corona juga masih dirasakan. Namun, pemerintah… https://t.co/CUAKOKASff"
2022-12-10 01:08:00,482juta,Ayo ikut Vaksinasi untuk meningkatkan daya tahan tubuh dari virus Corona. Bagi yang sudah Vaksin jangan lupa untuk… https://t.co/bf9hgR0tx0
2022-12-10 01:04:07,8reree33,untuk tingkatkan daya tahan tubuh dari virus Corona dengan ikut vaksinasi .Bagi yang sudah Vaksin jangan lupa untuk… https://t.co/IlFYLo74cA
2022-12-10 01:03:32,Tonja54541525,Tidak perlu takut di vaksin. Vaksin itu aman untuk kesehatan karena akan membentuk kekebalan tubuh agar terhindar d… https://t.co/DvsvQra7qi
2022-12-10 01:03:09,shfjttglrvycv,Ayo ikut Vaksinasi untuk meningkatkan daya tahan tubuh dari virus Corona. Bagi yang sudah Vaksin jangan lupa untuk… https://t.co/nWdgOtwscF
2022-12-10 01:03:00,lisinoppa,Yuk kita ikutan Vaksinasi untuk meningkatkan daya tahan tubuh dari virus Corona. Bagi yang sudah Vaksin jangan lupa… https://t.co/GwCSYqM1Zd
2022-12-10 01:02:57,pkgzyydiomqes,Tidak perlu takut di vaksin. Vaksin itu aman untuk kesehatan karena akan membentuk kekebalan tubuh agar terhindar d… https://t.co/QctNVvT56X
2022-12-10 01:02:41,Amelia22312119,"Ayo kita selalu terapkan protokol kesehatan demi menjaga kita dari covid 19, Tidak perlu takut di vaksin. Vaksin it… https://t.co/HhhFpoDy4H"
2022-12-10 01:02:26,run45555467,Ayo ikut Vaksinasi untuk meningkatkan daya tahan tubuh dari virus Corona. Bagi yang sudah Vaksin jangan lupa untuk… https://t.co/TixGH8Ljma
2022-12-10 01:02:18,Tarra52036137,Ayo ikut Vaksinasi untuk meningkatkan daya tahan tubuh dari virus Corona. Bagi yang sudah Vaksin jangan lupa untuk… https://t.co/7ijwuMVIb6
2022-12-10 01:01:59,Ayo280504,Tidak perlu takut untuk di vaksin. Vaksin itu sangat aman untuk kesehatan karena akan membentuk kekebalan tubuh aga… https://t.co/6tZ0pBCVJA
2022-12-10 01:01:18,Elga_dhika,Ayo ikut Vaksinasi untuk meningkatkan daya tahan tubuh dari virus Corona. Bagi yang sudah Vaksin jangan lupa untuk… https://t.co/zfUXQQFMri
2022-12-10 01:01:08,Bomad2004,Ayo ikut Vaksinasi untuk meningkatkan daya tahan pada tubuh dari virus Corona. Bagi yang sudah Vaksin jangan lupa u… https://t.co/PYtdzz25il
2022-12-10 01:01:00,udenoppa,Guys Vaksin itu aman untuk kesehatan karena akan membentuk kekebalan tubuh agar terhindar dari virus Corona varian… https://t.co/vSxLZMu8KK
2022-12-10 01:00:57,kmonpie,Tidak perlu takut di vaksin. Vaksin itu aman untuk kesehatan karena akan membentuk kekebalan tubuh agar terhindar d… https://t.co/FjFbGn2G7N
2022-12-10 01:00:49,hello_pevita,Ayo ikut Vaksinasi untuk meningkatkan daya tahan tubuh dari virus Corona. Bagi yang sudah Vaksin jangan lupa untuk… https://t.co/r8SdzhN8MM
2022-12-10 01:00:48,delisaww22,Tak perlu takut di vaksin ya karena vaksin aman bagi kesehatan juga akan membentuk kekebalan tubuh dan terhindar da… https://t.co/PYmRjYr1Ms
2022-12-10 01:00:27,nur89520240,Tidak perlu takut untuk di vaksin. Vaksin itu sangat aman untuk kesehatan karena akan membentuk kekebalan bagi tubu… https://t.co/EzAahPTfew
2022-12-10 01:00:25,faqihuo1,Ayo ikut Vaksinasi untuk meningkatkan daya tahan tubuh dari virus Corona. Bagi yang sudah Vaksin jangan lupa untuk… https://t.co/mv2GRXRBKD
2022-12-10 01:00:17,kembangjambu6,Tidak perlu takut di vaksin. Vaksin itu sangat aman sekali untuk kesehatan karena akan membentuk kekebalan tubuh ag… https://t.co/SFuTx2E5HY
2022-12-10 01:00:16,daszasss,Tidak perlu takut di vaksin. Vaksin itu aman untuk kesehatan karena akan membentuk kekebalan tubuh agar terhindar d… https://t.co/RDDU13kZsX
2022-12-10 01:00:10,ulanaja13,Ayo ikut Vaksinasi untuk selalu meningkatkan daya tahan tubuh kita dari virus Corona. Bagi yang sudah Vaksin jangan… https://t.co/bbBxLjgnpk
2022-12-10 01:00:02,Tika_cantik102,Ayo ikut Vaksinasi untuk meningkatkan daya tahan tubuh dari virus Corona. Bagi yang sudah Vaksin jangan lupa untuk… https://t.co/wgQQaVk6DD
2022-12-10 01:00:02,abcdellll__,Tidak perlu takut di vaksin. Vaksin itu aman untuk kesehatan karena akan membentuk kekebalan tubuh agar terhindar d… https://t.co/SerzGfcF2a
2022-12-10 01:00:02,kiminyuq,Tidak perlu takut di vaksin. Vaksin itu aman untuk kesehatan karena akan membentuk kekebalan tubuh agar terhindar d… https://t.co/L42r5ZUk0T
2022-12-10 01:00:02,di4ndra_rk,Ayo ikut Vaksinasi untuk meningkatkan daya tahan tubuh dari virus Corona. Jangan lupa juga untuk terus menerapkan p… https://t.co/XFQ4wrAEYq
2022-12-10 01:00:02,EveliaNacita,"Pandemi masih belum berakhir, Ayo ikut Vaksinasi untuk meningkatkan daya tahan tubuh dari virus Corona. Bagi yang s… https://t.co/E2ZC4RVXh4"
2022-12-10 01:00:02,BrieLorensa,Tidak perlu takut di vaksin. Vaksin itu akan membentuk sistem kekebalan tubuh agar terhindar dari virus Corona… https://t.co/vIg1Zc8IAa
2022-12-10 01:00:02,Batrine1,Ayo ikut Vaksinasi untuk meningkatkan daya tahan tubuh dari virus Corona. Bagi yang sudah Vaksin jangan lupa untuk… https://t.co/j3meLLIE8I
2022-12-10 01:00:02,PutraRahmanan,Ayo ikut Vaksinasi untuk meningkatkan daya tahan tubuh dari virus Corona. Bagi yang sudah Vaksin jangan lupa untuk… https://t.co/TeEItttiyb
2022-12-10 01:00:01,Nana82017322,Tidak perlu takut di vaksin. Vaksin itu aman untuk kesehatan karena akan membentuk kekebalan tubuh agar terhindar d… https://t.co/EBf3ZXsBVv
2022-12-10 01:00:01,freyaflow,Ayo kita semua untuk ikut Vaksinasi demi meningkatkan daya tahan tubuh dari virus Corona. Bagi yang sudah Vaksin ja… https://t.co/6PozYyP6Q0
2022-12-10 01:00:01,Bara_Ba1,Tidak perlu takut di vaksin. Vaksin itu aman untuk kesehatan karena akan membentuk kekebalan tubuh agar terhindar d… https://t.co/7E4trdjuJM
2022-12-10 01:00:01,hasna_ramaniaa,Ayyoo semangatt ikut vaksinasi untuk meningkatkan daya tahan tubuh dari virus Corona yaa.. Bagi yg sudah vaksin jug… https://t.co/mIDMbSIZVb
2022-12-10 01:00:01,cellyxia,Ayo ikut Vaksinasi untuk meningkatkan daya tahan tubuh dari virus Corona. meski begitu lindungi keluarga anda denga… https://t.co/eu0ckUMM6z
2022-12-10 01:00:01,sivxmzlykbgce,Tidak perlu takut di vaksin. Vaksin itu aman untuk kesehatan karena akan membentuk kekebalan tubuh agar terhindar d… https://t.co/h1XtiRciHV
2022-12-10 01:00:01,sjungq22,Ayo ikut Vaksinasi untuk meningkatkan daya tahan tubuh dari virus Corona. Bagi yang sudah Vaksin jangan lupa untuk… https://t.co/cUXLnkLKGk
2022-12-10 01:00:01,Aping_765,Ayo semua kita ikut Vaksinasi untuk meningkatkan daya tahan tubuh kita dari virus Corona. Bagi yang sudah Vaksin ja… https://t.co/SPOJBd06RA
2022-12-10 01:00:01,Valelery2,Tidak perlu takut jika akan di vaksin. Vaksin itu aman untuk kesehatan karena akan membentuk kekebalan tubuh agar t… https://t.co/9Lzz0G1rb6
2022-12-10 01:00:01,tajiskuyy3,Ayo ikut Vaksinasi untuk meningkatkan daya tahan tubuh dari virus Corona. Bagi yang sudah Vaksin jangan lupa untuk… https://t.co/jNxnAwddfa
2022-12-10 01:00:01,peachiki_,Ayo ikut Vaksinasi untuk meningkatkan daya tahan tubuh dari virus Corona. Bagi yang sudah Vaksin jangan lupa untuk… https://t.co/7ksXJSiLKm
2022-12-10 01:00:01,bebyaztand,Ayo ikut Vaksinasi untuk meningkatkan daya tahan tubuh dari virus Corona. Bagi yang sudah Vaksin jangan lupa untuk… https://t.co/3q9z0K0URW
2022-12-10 01:00:01,Crispykyu,Ayo ikut Vaksinasi untuk meningkatkan daya tahan tubuh dari virus Corona. Bagi yang sudah Vaksin jangan lupa untuk… https://t.co/yq6uBbqH12
2022-12-10 01:00:00,Xeran123,Ayo ikut Vaksinasi untuk meningkatkan daya tahan tubuh dari virus Corona. Bagi yang sudah Vaksin jangan lupa untuk… https://t.co/1mSkQYK8tp
2022-12-10 01:00:00,Indriaqila_777,Ayo ikut Vaksinasi untuk meningkatkan daya tahan tubuh dari virus Corona. Bagi yang sudah Vaksin jangan lupa untuk… https://t.co/VVhm0KFimv
2022-12-10 01:00:00,ub1ztklggdnnt,Tidak perlu takut di vaksin. Vaksin itu aman untuk kesehatan karena akan membentuk kekebalan tubuh agar terhindar d… https://t.co/v40cDH53kt
2022-12-10 01:00:00,Delisatia1,"Ayo semua ikut Vaksinasi untuk meningkatkan daya tahan tubuh dari virus Corona, buat yg sudah Vaksin juga angan lup… https://t.co/G0GxkgSmye"
2022-12-10 01:00:00,Lusyiane,Ayo ikut Vaksinasi untuk meningkatkan daya tahan tubuh dari virus Corona. Bagi yang sudah Vaksin jangan lupa untuk… https://t.co/CrhScgMpvv
2022-12-10 01:00:00,RdNohas,Yuk kita segera ikut Vaksinasi untuk meningkatkan daya tahan tubuh dari virus Corona. Bagi yang sudah Vaksin jangan… https://t.co/mNqW3ZEiXI
2022-12-10 01:00:00,rramadansyah1,Ayo ikut yuk program Vaksinasi untuk meningkatkan daya tahan tubuh dari virus Corona. Bagi yang sudah Vaksin jangan… https://t.co/LO1PkyV6Ik
2022-12-10 01:00:00,fandyan58,Ayo ikut Vaksinasi untuk meningkatkan daya tahan tubuh dari virus Corona. Bagi yang sudah Vaksin jangan lupa untuk… https://t.co/yjOcgqgBcu
2022-12-10 01:00:00,Odutcem,Yang belum yuk ikut vaksinasi demi meningkatkan daya tahan tubuh dari virus corona  #SegeraGantiLE #TolakReferendum https://t.co/khvlxrrKiH
2022-12-10 01:00:00,goik_lamaik,Kita ga  perlu takut untuk di vaksin. Vaksin itu aman untuk kesehatan karena akan membentuk kekebalan tubuh agar te… https://t.co/2OxzvwVqqe
2022-12-10 01:00:00,Tritan_3,Ayo ikut Vaksinasi untuk meningkatkan daya tahan tubuh dari virus Corona. Bagi yang sudah Vaksin jangan lupa untuk… https://t.co/XuB1ILDUzg
2022-12-10 01:00:00,tiyem4080,Ayo ikut Vaksinasi untuk meningkatkan daya tahan tubuh dari virus Corona. Bagi yang sudah Vaksin jangan lupa untuk… https://t.co/P1OISakZy7
2022-12-10 01:00:00,inznjtxeojjio,Tidak perlu takut di vaksin. Vaksin itu aman untuk kesehatan karena akan membentuk kekebalan tubuh agar terhindar d… https://t.co/PWKdcnbaBn
2022-12-09 23:10:44,Husenkimyaa,@UPIfess Ini lah jadinya yang mengkader nya aja angkatan online imbas virus corona chuakzZzz
2022-12-09 22:16:53,Malvin_Benz,@ama_serwaaa Madam if loneliness bi virus ah like ah get corona ooo Erh
2022-12-09 21:13:00,mi2019do,"Virus Corona, Ketahuilah Dan Bahwa Tentara Allah Pasti Menang, Dan Kalian Pasti Akan Tahu.. Al Imam Al Mahdi Nasser… https://t.co/896ql6i7fd"
2022-12-09 19:48:31,WSuparmo,@I3nz07Y @MarteenMb @rondamedsos @AyaniMel Padahal virus corona seniri  bikinan Cina.
2022-12-09 17:51:50,DianSaptri22,"Prabowo menjelaskan, dampak pandemi penyakit akibat penyebaran virus Corona juga masih dirasakan. Namun, pemerintah… https://t.co/9dABvz0Mfn"
2022-12-09 17:37:42,ZakiZubedi,"Prabowo menjelaskan, dampak pandemi penyakit akibat penyebaran virus Corona juga masih dirasakan. Namun, pemerintah… https://t.co/AaXBdP1nyy"
2022-12-09 17:06:37,diskominfomedan,"Update Data Pasien COVID-19 di Kota Medan Jumat, 09 Desember 2022  Kunjungi link dibawah untuk informasi tentang Vi… https://t.co/QdbIkB6Ljh"
2022-12-09 17:06:19,pemko_medan,"Update Data Pasien COVID-19 di Kota Medan Jumat, 09 Desember 2022  Kunjungi link dibawah untuk informasi tentang Vi… https://t.co/U1oThQiCMN"
2022-12-09 15:05:50,abderahmem_,"Virus Corona, pemberitahuan keajaiban mukjizat penawar dan penyembuhan, tanpa vaksin dan ubat..  Al Imam Al Mahdi N… https://t.co/jO2lGguZHb"
2022-12-09 14:42:23,I3nz07Y,"@MarteenMb @rondamedsos @AyaniMel Ngapain debat sama dia, wong virus corona aja dia bilang tentara allah buat ngebunuhin org china."
2022-12-09 14:12:36,adc1489,RT @republikaonline: Virus corona yang ada di Indonesia saat ini berjumlah lebih dari satu varian. https://t.co/dL89yG0MB9
2022-12-09 13:57:51,abderahmem_,"Virus Corona dan bayan keterangan pemutus yang sebenar, pemisah antara yang hak dan yang batil, bukan senda gurauan… https://t.co/fhiPLLyLHv"
2022-12-09 13:35:35,republikaonline,Virus corona yang ada di Indonesia saat ini berjumlah lebih dari satu varian. https://t.co/dL89yG0MB9
2022-12-09 12:04:02,akmalarif90,Cara Mencegah Penularan Virus Corona - https://t.co/igpJajFDVj
2022-12-09 11:56:47,Berita_Corona,"#Longgarkan Kebijakan ditengah Penyebaran Virus Corona, Warga China Bingung - https://t.co/PPNQEra1QH #Corona… https://t.co/JyKEXVe9NJ"
2022-12-09 11:49:15,syifain90235689,Jadi kepikiran what if sebenernya corona virus itu emang sengaja dibuat untuk mengurangi populasi penduduk dan itu… https://t.co/j4Q0SW9TNK
2022-12-09 11:38:22,smartfm_medan,Korea Selatan meluncurkan program bantuan senilai US$6 juta atau setara Rp93 miliar untuk ASEAN Covid-19 Response F… https://t.co/jL5fp7xNYK
2022-12-09 11:30:10,hekahert,subvarian virus corona penyebab #COVID19 itu telah ditemukan pada 20 pasien. https://t.co/VDJzlDNtfg.
2022-12-09 10:48:42,saint_jimmy27,kelupaan satu  - Global Pandemic Fest: 3rd Anniversary Edition (Corona Virus: Reunion) https://t.co/LfXBXhanAC
2022-12-09 09:43:56,polsekbks_utara,Kegiatan Operasi Yustisi Penegakan Prokes Covid.19 Polsek Belasi Utara ( 09/12/22 ) di Pimpin oleh Ipda.Sahrir deng… https://t.co/pARLqXfxHP
2022-12-09 09:07:22,pikiran_rakyat,"[UPDATE] Covid-19 di Indonesia per 9 Desember 2022, Kasus Positif Meningkat 2.501 dalam Sehari!… https://t.co/KjRCnw6JKE"
2022-12-09 09:00:34,deadthunderthu1,@PJM_data CORONA VIRUS BTS CORONA AMONG US
2022-12-09 08:54:41,deadthunderthu1,@PJM_data Bts corona virus
2022-12-09 06:55:59,cermin_polsek,Giat personil Polsek pantai cermin dalam rangka pelaksanaan Ops Yustisi penerapan protokol kesehatan guna pencegaha… https://t.co/WmATcXzILG
2022-12-09 06:55:58,Berita_Corona,#Serka Gopardin Lakukan Gakplin Antisipasi Penularan Virus Corona di Pasar Tradisional Kecamatan Minas -… https://t.co/ItyEXc4oo5
2022-12-09 06:40:58,Fatjaaar,@TehSolaria Kok bisa ya ada org jahat yang mau nyebarin penyakit biar dia sakit jga gitu😭 nih org g beda jauh sama… https://t.co/Upu3ZL6Vxa
2022-12-09 06:34:11,HumasseiBingai,Kegiatan personil Polsek Sei Bingai dalam rangka pencegahan penyebaran virus corona ( Covid-19 )  #lawancorona… https://t.co/zhJUC4XHz4
2022-12-09 06:14:05,Andiriego_,RT @Revenge00810455: Gubernur Jatim Khofifah Indar Parawansa mengimbau seluruh pihak untuk kembali memperkuat penerapan protokol kesehatan.…
